Title,Mental_Prowess,Physical_Prowess,Social_Skills,Routine_Intensity,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,Insulation (Social Skills),Mental_Scaled,Physical_Scaled,Social_Scaled,Routine_Scaled,AI_Impact_Score,AI_Impact_Type,onetsoc_code,Total_Employment_USD,Median_Annual_Wage_USD
Materials Scientists,3.75,0.4166666666666667,2.9350000000000005,1.17,3,2,0,Low,1.1230762496353524,-1.2442516888279702,0.07992853694122182,-0.7986125963141378,-0.8785411332553597,Risk: Generative AI (Near-Term),19-2032.00,7750,99430.0
"Environmental Scientists and Specialists, Including Health",3.7900000000000005,0.6683333333333333,3.311666666666667,1.21,3,2,0,High (Insulated),1.1794422093108177,-0.9913101969455427,0.7423726763513466,-0.7547698720671381,-1.4971425484184846,Risk: Generative AI (Near-Term),19-2041.00,84250,68910.0
"Geoscientists, Except Hydrologists and Geographers",3.9166666666666665,1.0233333333333332,2.895,1.5833333333333333,3,2,0,Low,1.357934414949788,-0.6345119335617211,0.009580486738375828,-0.34557111242847466,-0.35515159916685046,Risk: Generative AI (Near-Term),19-2042.00,30420,89780.0
Hydrologists,4.0200000000000005,1.5183333333333333,3.061666666666667,1.1666666666666667,3,2,0,Low,1.5035464774447393,-0.13700449588568792,0.30269736258356444,-0.8022661566680543,-1.1049635192516187,Risk: Generative AI (Near-Term),19-2043.00,6300,80480.0
Economists,4.1450000000000005,0.06333333333333334,3.02,0.5833333333333334,3,2,0,Low,1.6796901014305663,-1.5993748429940275,0.22941814362226692,-1.441639218603466,-1.671057362225733,Insulated: High-Creativity,19-3011.00,19380,101050.0
Survey Researchers,3.706666666666667,0.375,3.1033333333333335,0.8733333333333334,3,2,0,Low,1.0620131266535995,-1.2861294192720807,0.37597658154486124,-1.1237794678127186,-1.49975604935758,Insulated: High-Creativity,19-3022.00,11930,54470.0
Industrial-Organizational Psychologists,4.208333333333333,0.125,3.7716666666666665,0.4166666666666667,3,2,0,High (Insulated),1.7689362042500507,-1.537395801936744,1.551375253684065,-1.624317236299298,-3.175692489983363,Insulated: High-Social,19-3032.00,1020,82760.0
Sociologists,3.688333333333333,0.02,3.355,0.4566666666666667,3,2,0,High (Insulated),1.0361787284690107,-1.6429276826559025,0.8185830640710949,-1.5804745120522983,-2.3990575761233934,Insulated: High-Social,19-3041.00,2870,79750.0
Urban and Regional Planners,4.0200000000000005,0.2916666666666667,3.418333333333333,0.75,3,2,0,High (Insulated),1.5035464774447393,-1.3698848801603016,0.9299674768922659,-1.258961200907634,-2.1889286777999,Insulated: High-Social,19-3051.00,34810,70020.0
Anthropologists and Archeologists,3.5216666666666665,0.9183333333333333,3.063333333333333,0.96,3,3,0,Low,0.801320563154575,-0.7400438142808795,0.30562853134201523,-1.028786898610886,-1.3344154299529012,Insulated: High-Creativity,19-3091.00,6470,63190.0
Geographers,3.5383333333333336,0.18833333333333332,2.98,0.7066666666666667,3,2,0,Low,0.8248063796860191,-1.473741651661696,0.15907009341942172,-1.3064574855085505,-1.4655275789279723,Insulated: High-Creativity,19-3092.00,1370,74260.0
Historians,2.77,0.54,2.8766666666666665,1.0033333333333332,2,3,0,Low,-0.2578897624135308,-1.120293606713403,-0.02266236960459522,-0.9812906140099699,-0.9586282444053746,Risk: Generative AI (Near-Term),19-3093.00,2950,55110.0
Political Scientists,3.73,0.08333333333333333,3.188333333333333,0.5833333333333334,3,2,0,Low,1.0948932697976201,-1.5792735323808544,0.5254661882259063,-1.441639218603466,-1.9671054068293725,Insulated: High-Creativity,19-3094.00,6350,114290.0
Biological Technicians,3.3966666666666665,1.7916666666666667,2.2483333333333335,1.8766666666666667,2,1,0,Low,0.6251769391687481,0.13771341582767724,-1.1277129915409538,-0.02405780128381032,1.1036551902571434,Risk: Generative AI (Near-Term),19-4021.00,74720,42520.0
Chemical Technicians,3.2883333333333336,2.2733333333333334,2.77,2.4166666666666665,0,1,0,Low,0.4725191317143652,0.621819979761595,-0.21025717014551526,0.5678189760506849,0.7780761461962001,Risk: Robotics (Medium-Term),19-4031.00,65510,45840.0
Nuclear Technicians,3.105,1.8950000000000002,2.956666666666667,2.5833333333333335,0,1,0,Low,0.21417514986848538,0.2415701873290715,0.11803373080109598,0.7504969937465171,0.6324632629454211,Risk: Robotics (Medium-Term),19-4051.00,6840,79140.0
Social Science Research Assistants,3.186666666666667,0.5016666666666666,2.6899999999999995,0.75,2,3,0,Low,0.3292556508725595,-1.158821118721985,-0.35095327055120645,-1.258961200907634,-0.9080079303564277,Insulated: High-Creativity,19-4061.00,30030,43190.0
Forensic Science Technicians,3.353333333333333,2.123333333333333,2.9583333333333335,2.21,0,1,0,Low,0.5641138161869945,0.4710601501627967,0.12096489955954755,0.3412982341078535,0.22033333454830595,Risk: Generative AI (Near-Term),19-4092.00,14800,56750.0
Substance Abuse and Behavioral Disorder Counselors,3.3533333333333335,0.9783333333333334,3.855,1.3366666666666667,3,2,0,High (Insulated),0.5641138161869952,-0.6797398824413603,1.6979336916066594,-0.6159345786183058,-2.3138682702249653,Insulated: High-Social,21-1011.00,91040,41070.0
"Educational, Guidance, and Career Counselors and Advisors",3.3966666666666665,0.06166666666666667,3.8533333333333335,0.5833333333333334,3,2,0,High (Insulated),0.6251769391687481,-1.6010499522117918,1.6950025228482077,-1.441639218603466,-3.136641741451674,Insulated: High-Social,21-1012.00,260670,54560.0
Marriage and Family Therapists,3.688333333333333,0.3333333333333333,4.1033333333333335,0.5833333333333334,3,2,0,High (Insulated),1.0361787284690107,-1.3280071497161914,2.1346778366159898,-1.441639218603466,-3.576317055219456,Insulated: High-Social,21-1013.00,36960,49170.0
Mental Health Counselors,3.686666666666667,0.665,3.9983333333333335,0.4166666666666667,3,2,0,High (Insulated),1.0338301468158673,-0.9946604153810714,1.9500142048335214,-1.624317236299298,-3.574331441132819,Insulated: High-Social,21-1014.00,139820,42840.0
Rehabilitation Counselors,3.393333333333334,0.6233333333333334,3.75,0.6233333333333334,3,2,0,High (Insulated),0.6204797758624605,-1.036538145825182,1.5132700598241908,-1.3977964943564665,-2.9110665541806573,Insulated: High-Social,21-1015.00,103030,34670.0
"Child, Family, and School Social Workers",3.375,1.06,3.9583333333333335,1.1633333333333333,3,2,0,High (Insulated),0.5946453776778716,-0.5976595307709036,1.8796661546306763,-0.805919717021971,-2.6855858716526475,Insulated: High-Social,21-1021.00,298840,43250.0
Healthcare Social Workers,3.313333333333333,0.855,3.9166666666666665,0.6266666666666666,3,2,0,High (Insulated),0.5077478565115299,-0.8036979645559275,1.8063869356693787,-1.3941429340025497,-3.2005298696719287,Insulated: High-Social,21-1022.00,159310,53760.0
Mental Health and Substance Abuse Social Workers,3.4583333333333335,0.685,4.123333333333334,0.4566666666666667,3,2,0,High (Insulated),0.7120744603350898,-0.9745591047678983,2.1698518617174134,-1.5804745120522983,-3.7503263737697115,Insulated: High-Social,21-1023.00,114040,42700.0
Health Education Specialists,3.1033333333333335,1.0633333333333332,3.3333333333333335,1.2466666666666668,3,3,0,High (Insulated),0.2118265682153413,-0.594309312335375,0.7804778702112208,-0.7145807081740548,-1.4950585783852757,Insulated: High-Social,21-1091.00,57570,53070.0
Probation Officers and Correctional Treatment Specialists,3.105,1.6233333333333337,3.5833333333333335,1.4566666666666668,0,3,0,High (Insulated),0.21417514986848538,-0.03147261516652896,1.220153183979003,-0.4844064058773067,-1.7045595898563097,Insulated: High-Social,21-1092.00,87500,50160.0
Social and Human Service Assistants,3.081666666666667,0.98,3.5,1.1666666666666667,3,3,0,High (Insulated),0.18129500672446486,-0.6780647732235959,1.0735947460564086,-0.8022661566680543,-1.875860902724463,Insulated: High-Social,21-1093.00,360650,31810.0
Community Health Workers,3.2916666666666665,2.063333333333333,3.686666666666667,2.17,0,1,0,High (Insulated),0.47721629502065344,0.41075621832327747,1.4018856470030199,0.29745550986085373,-1.104430137142166,Insulated: High-Social,21-1094.00,51900,37330.0
Clergy,3.23,0.105,4.1466666666666665,0.4566666666666667,3,2,0,High (Insulated),0.39031877385431235,-1.5574971125499169,2.210888224335738,-1.5804745120522983,-3.7913627363880362,Insulated: High-Social,21-2011.00,49320,45740.0
"Directors, Religious Activities and Education",3.1666666666666665,0.25,3.688333333333333,0.6666666666666666,3,2,0,High (Insulated),0.3010726710348265,-1.4117626106044123,1.4048168157614707,-1.35030020975555,-2.7551170255170208,Insulated: High-Social,21-2021.00,20590,38610.0
Lawyers,3.813333333333333,0.2066666666666667,3.8966666666666665,0.4566666666666667,3,2,0,High (Insulated),1.2123223524548377,-1.455315450266287,1.7712129105679562,-1.5804745120522983,-3.3516874226202544,Insulated: High-Social,23-1011.00,619530,118160.0
Judicial Law Clerks,3.2499999999999996,0.355,2.98,0.9166666666666666,3,3,0,Low,0.41850175369204407,-1.3062307298852538,0.15907009341942172,-1.0762831832118023,-1.235353276631224,Insulated: High-Creativity,23-1012.00,13410,51760.0
"Administrative Law Judges, Adjudicators, and Hearing Officers",3.668333333333333,0.4166666666666667,3.293333333333333,0.9566666666666667,3,2,0,Low,1.0079957486312783,-1.2442516888279702,0.7101298200083748,-1.0324404589648026,-1.7425702789731774,Insulated: High-Creativity,23-1021.00,14540,92110.0
"Arbitrators, Mediators, and Conciliators",3.2283333333333335,0.041666666666666664,3.6666666666666665,0.71,3,2,0,High (Insulated),0.38797019220116824,-1.621151262824965,1.3667116219015965,-1.302803925154634,-2.66951554705623,Insulated: High-Social,23-1022.00,6300,59770.0
"Judges, Magistrate Judges, and Magistrates",4.0616666666666665,0.22666666666666666,3.4583333333333335,0.71,3,2,0,High (Insulated),1.5622610187733474,-1.4352141396531144,1.0003155270951118,-1.302803925154634,-2.303119452249746,Insulated: High-Social,23-1023.00,27210,125880.0
Paralegals and Legal Assistants,2.6033333333333335,0.4166666666666667,2.7916666666666665,0.9166666666666666,2,3,0,Low,-0.4927479277279665,-1.2442516888279702,-0.1721519762856411,-1.0762831832118023,-0.9041312069261611,Insulated: High-Creativity,23-2011.00,277310,49500.0
"Title Examiners, Abstractors, and Searchers",2.518333333333334,0.4383333333333333,2.543333333333333,1.3733333333333333,2,3,0,Low,-0.6125255920383281,-1.2224752689970328,-0.6088961212949717,-0.5757454147252228,0.033150706569748944,Risk: Generative AI (Near-Term),23-2093.00,54560,45800.0
"Business Teachers, Postsecondary",3.7083333333333335,0.16666666666666666,3.2716666666666665,0.6233333333333334,3,2,0,Low,1.0643617083067436,-1.4955180714926333,0.6720246261485007,-1.3977964943564665,-2.069821120504967,Insulated: High-Creativity,25-1011.00,83030,77490.0
"Computer Science Teachers, Postsecondary",3.8766666666666665,0.3333333333333333,3.4583333333333335,0.71,3,2,0,High (Insulated),1.3015684552743234,-1.3280071497161914,1.0003155270951118,-1.302803925154634,-2.303119452249746,Insulated: High-Social,25-1021.00,32540,77570.0
"Mathematical Science Teachers, Postsecondary",3.645,0.10333333333333333,3.145,0.5833333333333334,3,2,0,Low,0.9751156054872578,-1.5591722217676813,0.449255800506158,-1.441639218603466,-1.890895019109624,Insulated: High-Creativity,25-1022.00,52020,69520.0
"Architecture Teachers, Postsecondary",3.7916666666666665,0.25,3.4783333333333335,0.5433333333333333,3,2,0,High (Insulated),1.1817907909639611,-1.4117626106044123,1.0354895521965346,-1.485481942850466,-2.5209714950470006,Insulated: High-Social,25-1031.00,7370,79250.0
"Engineering Teachers, Postsecondary",3.7516666666666665,0.20833333333333334,3.313333333333333,0.5366666666666667,3,2,0,High (Insulated),1.1254248312884965,-1.4536403410485228,0.7453038451097974,-1.4927890635582988,-2.2380929086680963,Insulated: High-Creativity,25-1032.00,38000,97530.0
"Agricultural Sciences Teachers, Postsecondary",3.6466666666666665,1.105,3.313333333333333,1.3333333333333333,3,2,0,High (Insulated),0.977464187140402,-0.5524315818912643,0.7453038451097974,-0.6195881389722225,-1.36489198408202,Risk: Generative AI (Near-Term),25-1041.00,10340,91580.0
"Biological Science Teachers, Postsecondary",3.601666666666667,0.4166666666666667,3.2533333333333334,0.8733333333333334,3,2,0,Low,0.914052482505505,-1.2442516888279702,0.6397817698055304,-1.1237794678127186,-1.763561237618249,Insulated: High-Creativity,25-1042.00,50820,76650.0
"Forestry and Conservation Science Teachers, Postsecondary",3.52,0.45999999999999996,3.398333333333333,1.0833333333333333,3,2,0,High (Insulated),0.7989719815014309,-1.2006988491660953,0.8947934517908434,-0.8936051655159705,-1.7883986173068138,Insulated: High-Social,25-1043.00,1750,85880.0
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",3.8333333333333335,0.20833333333333334,3.3733333333333335,0.4566666666666667,3,2,0,High (Insulated),1.2405053322925705,-1.4536403410485228,0.850825920414066,-1.5804745120522983,-2.4313004324663643,Insulated: High-Social,25-1051.00,10850,85410.0
"Chemistry Teachers, Postsecondary",3.645,0.3333333333333333,3.23,0.5833333333333334,3,2,0,Low,0.9751156054872578,-1.3280071497161914,0.5987454071872039,-1.441639218603466,-2.04038462579067,Insulated: High-Creativity,25-1052.00,21250,76750.0
"Environmental Science Teachers, Postsecondary",3.561666666666667,0.10333333333333333,3.375,0.5833333333333334,3,2,0,High (Insulated),0.8576865228300403,-1.5591722217676813,0.8537570891725176,-1.441639218603466,-2.2953963077759836,Insulated: High-Social,25-1053.00,5520,78340.0
"Physics Teachers, Postsecondary",3.813333333333333,0.5216666666666666,3.186666666666667,1.0433333333333332,3,2,0,Low,1.2123223524548377,-1.138719808108812,0.5225350194674555,-0.9374478897629701,-1.4599829092304257,Risk: Generative AI (Near-Term),25-1054.00,14160,84570.0
"Anthropology and Archeology Teachers, Postsecondary",3.688333333333333,0.3116666666666667,3.3533333333333335,0.54,3,2,0,High (Insulated),1.0361787284690107,-1.3497835695471285,0.8156518953126434,-1.4891355032043825,-2.3047873985170257,Insulated: High-Social,25-1061.00,5700,81350.0
"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",3.268333333333333,0.125,3.1466666666666665,0.5,3,2,0,Low,0.4443361518766323,-1.537395801936744,0.45218696926460955,-1.5329782274513821,-1.9851651967159918,Insulated: High-Creativity,25-1062.00,9060,73020.0
"Economics Teachers, Postsecondary",3.601666666666667,0.25,3.02,0.75,3,2,0,Low,0.914052482505505,-1.4117626106044123,0.22941814362226692,-1.258961200907634,-1.488379344529901,Insulated: High-Creativity,25-1063.00,13060,95770.0
"Geography Teachers, Postsecondary",3.3966666666666665,0.125,3.4166666666666665,0.5433333333333333,3,2,0,High (Insulated),0.6251769391687481,-1.537395801936744,0.9270363081338143,-1.485481942850466,-2.4125182509842804,Insulated: High-Social,25-1064.00,4140,76810.0
"Political Science Teachers, Postsecondary",3.375,0.08333333333333333,3.311666666666667,0.6666666666666666,3,2,0,High (Insulated),0.5946453776778716,-1.5792735323808544,0.7423726763513466,-1.35030020975555,-2.0926728861068966,Insulated: High-Creativity,25-1065.00,16720,79210.0
"Psychology Teachers, Postsecondary",3.6233333333333335,0.12333333333333334,3.355,0.6233333333333334,3,2,0,High (Insulated),0.9445840439963814,-1.5390709111545084,0.8185830640710949,-1.3977964943564665,-2.2163795584275614,Insulated: High-Social,25-1066.00,37640,73140.0
"Sociology Teachers, Postsecondary",3.4983333333333335,0.12333333333333334,3.3350000000000004,0.71,3,2,0,High (Insulated),0.7684404200105545,-1.5390709111545084,0.7834090389696732,-1.302803925154634,-2.0862129641243072,Insulated: High-Social,25-1067.00,14580,71840.0
"Health Specialties Teachers, Postsecondary",3.4599999999999995,0.915,3.436666666666667,1.04,3,2,0,High (Insulated),0.7144230419882333,-0.7433940327164082,0.9622103332352377,-0.9411014501168866,-1.9033117833521245,Insulated: High-Social,25-1071.00,186740,99360.0
"Nursing Instructors and Teachers, Postsecondary",3.605,1.6849999999999998,3.7283333333333335,1.1266666666666667,3,1,0,High (Insulated),0.9187496458117932,0.03050642589075404,1.4751648659643166,-0.846108880915054,-2.3212737468793705,Insulated: High-Social,25-1072.00,56210,69130.0
"Education Teachers, Postsecondary",3.4583333333333335,0.3316666666666667,3.2516666666666665,0.8333333333333334,3,2,0,Low,0.7120744603350898,-1.3296822589339556,0.636850601047078,-1.1676221920597183,-1.8044727931067963,Insulated: High-Creativity,25-1081.00,58850,62520.0
"Library Science Teachers, Postsecondary",3.4599999999999995,0.21,3.206666666666667,0.75,3,2,0,Low,0.7144230419882333,-1.4519652318307585,0.5577090445688782,-1.258961200907634,-1.8166702454765122,Insulated: High-Creativity,25-1082.00,4870,68410.0
"Criminal Justice and Law Enforcement Teachers, Postsecondary",3.311666666666666,0.10333333333333333,3.27,0.75,3,2,0,Low,0.5053992748583851,-1.5591722217676813,0.6690934573900491,-1.258961200907634,-1.9280546582976832,Insulated: High-Creativity,25-1111.00,14620,59590.0
"Law Teachers, Postsecondary",3.581666666666667,0.14666666666666667,3.395,0.5,3,2,0,High (Insulated),0.8858695026677726,-1.5156193821058064,0.8889311142739402,-1.5329782274513821,-2.421909341725322,Insulated: High-Social,25-1112.00,16010,111210.0
"Social Work Teachers, Postsecondary",3.5016666666666665,0.14666666666666667,3.688333333333333,0.5433333333333333,3,2,0,High (Insulated),0.7731375833168427,-1.5156193821058064,1.4048168157614707,-1.485481942850466,-2.8902987586119364,Insulated: High-Social,25-1113.00,11860,64030.0
"Art, Drama, and Music Teachers, Postsecondary",3.1466666666666665,0.9983333333333334,3.375,1.1266666666666667,3,3,0,High (Insulated),0.27288969119709416,-0.6596385718281872,0.8537570891725176,-0.846108880915054,-1.6998659700875716,Insulated: High-Social,25-1121.00,99020,68650.0
"Communications Teachers, Postsecondary",3.311666666666667,0.10333333333333333,3.3733333333333335,0.71,3,2,0,High (Insulated),0.5053992748583864,-1.5591722217676813,0.850825920414066,-1.302803925154634,-2.1536298455687,Insulated: High-Social,25-1122.00,28180,65640.0
"English Language and Literature Teachers, Postsecondary",3.188333333333333,0.041666666666666664,3.395,0.5,3,2,0,High (Insulated),0.3316042325257029,-1.621151262824965,0.8889311142739402,-1.5329782274513821,-2.421909341725322,Insulated: High-Social,25-1123.00,71270,63730.0
"Foreign Language and Literature Teachers, Postsecondary",3.168333333333333,0.10333333333333333,3.206666666666667,0.6666666666666666,3,2,0,Low,0.3034212526879706,-1.5591722217676813,0.5577090445688782,-1.35030020975555,-1.9080092543244282,Insulated: High-Creativity,25-1124.00,28720,63500.0
"History Teachers, Postsecondary",3.23,0.041666666666666664,3.375,0.71,3,2,0,High (Insulated),0.39031877385431235,-1.621151262824965,0.8537570891725176,-1.302803925154634,-2.1565610143271514,Insulated: High-Social,25-1125.00,21800,71820.0
"Philosophy and Religion Teachers, Postsecondary",3.351666666666667,0.10333333333333333,3.23,0.6666666666666666,3,2,0,Low,0.5617652345338511,-1.5591722217676813,0.5987454071872039,-1.35030020975555,-1.9490456169427541,Insulated: High-Creativity,25-1126.00,23180,68360.0
"Family and Consumer Sciences Teachers, Postsecondary",3.3733333333333335,0.25,3.1466666666666665,0.6633333333333334,3,2,0,Low,0.5922967960247275,-1.4117626106044123,0.45218696926460955,-1.3539537701094668,-1.8061407393740763,Insulated: High-Creativity,25-1192.00,2970,69190.0
"Recreation and Fitness Studies Teachers, Postsecondary",3.3533333333333335,0.45999999999999996,3.4166666666666665,0.8366666666666666,3,2,0,High (Insulated),0.5641138161869952,-1.2006988491660953,0.9270363081338143,-1.1639686317058016,-2.0910049398396158,Insulated: High-Social,25-1193.00,17390,59180.0
"Career/Technical Education Teachers, Postsecondary",2.9150000000000005,1.6666666666666667,3.2083333333333335,2.0833333333333335,0,3,0,Low,-0.05356315858997086,0.012080224495345652,0.5606402133273297,0.2024629406590214,-0.35817727266830834,Risk: Robotics (Medium-Term),25-1194.00,116430,50660.0
"Preschool Teachers, Except Special Education",2.5400000000000005,1.8549999999999998,3.2283333333333335,0.7933333333333333,2,1,0,Low,-0.5819940305474517,0.2013675661027249,0.5958142384287524,-1.211464916306718,-1.8072791547354703,Insulated: High-Creativity,25-2011.00,385550,28790.0
"Kindergarten Teachers, Except Special Education",3.081666666666667,1.5433333333333332,3.331666666666667,0.8733333333333334,3,3,0,High (Insulated),0.18129500672446486,-0.11187785761922169,0.7775467014527693,-1.1237794678127186,-1.901326169265488,Insulated: High-Social,25-2012.00,151290,52620.0
"Elementary School Teachers, Except Special Education",3.25,0.96,3.5416666666666665,0.49666666666666676,3,2,0,High (Insulated),0.4185017536920447,-0.6981660838367689,1.1468739650177053,-1.5366317878052986,-2.683505752823004,Insulated: High-Social,25-2021.00,1392660,55800.0
"Middle School Teachers, Except Special and Career/Technical Education",3.188333333333333,0.4183333333333333,3.5,0.8333333333333334,3,2,0,High (Insulated),0.3316042325257029,-1.242576579610206,1.0735947460564086,-1.1676221920597183,-2.2412169381161267,Insulated: High-Social,25-2022.00,626310,56720.0
"Career/Technical Education Teachers, Middle School",3.063333333333333,1.4799999999999998,3.311666666666667,1.4566666666666668,0,3,0,High (Insulated),0.15546060853987598,-0.17553200789426981,0.7423726763513466,-0.4844064058773067,-1.2267790822286533,Risk: Generative AI (Near-Term),25-2023.00,12730,57560.0
"Secondary School Teachers, Except Special and Career/Technical Education",3.3733333333333335,0.4166666666666667,3.48,0.5,3,2,0,High (Insulated),0.5922967960247275,-1.2442516888279702,1.038420720954986,-1.5329782274513821,-2.571398948406368,Insulated: High-Social,25-2031.00,1003250,58030.0
"Career/Technical Education Teachers, Secondary School",3.2716666666666665,1.9166666666666667,3.6650000000000005,1.5,0,1,0,High (Insulated),0.4490333151829211,0.2633466071600088,1.3637804531431457,-0.4369101212763905,-1.8006905744195363,Insulated: High-Social,25-2032.00,80100,57320.0
"Special Education Teachers, Preschool",3.17,1.75,3.375,0.9166666666666666,0,3,0,High (Insulated),0.3057698343411153,0.09583568538356663,0.8537570891725176,-1.0762831832118023,-1.93004027238432,Insulated: High-Social,25-2051.00,28140,52460.0
"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",3.0016666666666665,0.22999999999999998,3.395,0.71,3,2,0,High (Insulated),0.06856308737353488,-1.4318639212175854,0.8889311142739402,-1.302803925154634,-2.191735039428574,Insulated: High-Social,25-3011.00,58810,50650.0
Self-Enrichment Teachers,2.52,1.1466666666666667,2.8966666666666665,1.1666666666666667,2,3,0,Low,-0.6101770103851847,-0.5105538514471537,0.012511655496827387,-0.8022661566680543,-0.8147778121648818,Risk: Robotics (Medium-Term),25-3021.00,229840,37330.0
Archivists,3.0416666666666665,1.3533333333333335,2.8350000000000004,1.0,2,3,0,Low,0.12492904704899956,-0.30284030844436544,-0.0959415885658912,-0.9849441743638863,-0.8890025857979951,Risk: Generative AI (Near-Term),25-4011.00,5760,50500.0
Curators,3.7099999999999995,1.375,3.418333333333333,0.5033333333333333,3,2,0,High (Insulated),1.066710289959887,-0.2810638886134281,0.9299674768922659,-1.5293246670974656,-2.4592921439897317,Insulated: High-Social,25-4012.00,11170,53360.0
Museum Technicians and Conservators,2.98,2.165,2.831666666666667,2.0866666666666664,0,1,0,Low,0.03803152588265844,0.5129378806069075,-0.10180392608279511,0.20611650101293763,0.30792042709573275,Risk: Robotics (Medium-Term),25-4013.00,10970,40040.0
Library Technicians,2.2716666666666665,1.748333333333333,2.5849999999999995,1.67,2,1,0,Low,-0.9601156767036945,0.09416057616580195,-0.535616902333675,-0.250578543226642,0.28503835910703296,Risk: Robotics (Medium-Term),25-4031.00,93410,32890.0
Farm and Home Management Educators,3.8349999999999995,1.0416666666666667,3.795,1.75,3,2,0,High (Insulated),1.242853913945714,-0.6160857321663122,1.5924116163023916,-0.16289309473264263,-1.7553047110350342,Insulated: High-Social,25-9021.00,8620,49490.0
Instructional Coordinators,3.7716666666666665,0.375,3.751666666666667,0.5,3,2,0,High (Insulated),1.153607811126229,-1.2861294192720807,1.5162012285826432,-1.5329782274513821,-3.0491794560340253,Insulated: High-Social,25-9031.00,147330,62460.0
Art Directors,3.5216666666666665,0.6866666666666666,3.4600000000000004,0.79,3,2,0,High (Insulated),0.801320563154575,-0.972883995550134,1.0032466958535642,-1.2151184766606344,-2.218365172514199,Insulated: High-Social,27-1011.00,36210,89820.0
Craft Artists,2.3733333333333335,2.4599999999999995,2.2100000000000004,2.2066666666666666,1,0,0,Low,-0.8168521958618881,0.8094322121512095,-1.1951298729853466,0.33764467375393675,1.5327745467392833,Risk: Robotics (Medium-Term),27-1012.00,5070,33440.0
"Fine Artists, Including Painters, Sculptors, and Illustrators",2.438333333333333,2.105,2.021666666666667,1.6266666666666667,1,0,0,Low,-0.7252575113892588,0.45263394876738827,-1.5263519426904095,-0.29807482782755823,1.2282771148628513,Risk: Robotics (Medium-Term),27-1013.00,11520,50790.0
Special Effects Artists and Animators,3.0416666666666665,0.8533333333333334,3.063333333333333,1.5433333333333332,2,3,0,Low,0.12492904704899956,-0.8053730737736918,0.30562853134201523,-0.38941383667547436,-0.6950423680174895,Risk: Generative AI (Near-Term),27-1014.00,29810,65300.0
Commercial and Industrial Designers,3.7099999999999995,0.8733333333333334,3.0833333333333335,1.2033333333333334,3,3,0,Low,1.066710289959887,-0.7852717631605187,0.34080255644343865,-0.7620769927749713,-1.10287954921841,Risk: Generative AI (Near-Term),27-1021.00,31860,67790.0
Fashion Designers,3.2083333333333335,1.02,3.3533333333333335,1.25,3,3,0,High (Insulated),0.3597872123634359,-0.6378621519972497,0.8156518953126434,-0.7109271478201384,-1.5265790431327817,Insulated: High-Social,27-1022.00,19230,65170.0
Floral Designers,2.3349999999999995,1.665,2.7516666666666665,1.25,2,1,0,Low,-0.8708695738842093,0.010405115277581192,-0.24250002648848631,-0.7109271478201384,-0.4684271213316521,Risk: Robotics (Medium-Term),27-1023.00,43990,25850.0
Graphic Designers,2.875,0.7716666666666666,3.06,1.0833333333333333,2,3,0,Low,-0.10992911826543617,-0.8874534254441486,0.2997661938251121,-0.8936051655159705,-1.1933713593410826,Risk: Generative AI (Near-Term),27-1024.00,210710,47640.0
Interior Designers,3.313333333333333,0.08333333333333333,3.52,0.5433333333333333,3,2,0,High (Insulated),0.5077478565115299,-1.5792735323808544,1.1087687711578313,-1.485481942850466,-2.5942507140082975,Insulated: High-Social,27-1025.00,53160,49810.0
Merchandise Displayers and Window Trimmers,2.606666666666667,2.7916666666666665,2.7516666666666665,1.6666666666666667,0,1,0,Low,-0.48805076442167766,1.1427789464863296,-0.24250002648848631,-0.25423210358055853,-0.011732077092072218,Risk: Robotics (Medium-Term),27-1026.00,114690,26700.0
Set and Exhibit Designers,3.23,1.5633333333333332,3.1650000000000005,1.6233333333333333,0,3,0,Low,0.39031877385431235,-0.09177654700604862,0.4844298256075814,-0.30172838818147496,-0.7861582137890564,Risk: Generative AI (Near-Term),27-1027.00,12060,50990.0
Producers and Directors,3.4783333333333335,0.9983333333333334,3.5649999999999995,1.42,3,2,0,High (Insulated),0.7402574401728221,-0.6596385718281872,1.1879103276360312,-0.5245955697703899,-1.7125058974064211,Insulated: High-Social,27-2012.00,114510,70950.0
Athletes and Sports Competitors,2.48,3.688333333333333,2.8966666666666665,2.1666666666666665,1,0,0,Low,-0.6665429700606493,2.043987705643588,0.012511655496827387,0.29380194950693705,0.2812902940101097,Risk: Robotics (Medium-Term),27-2021.00,10260,47710.0
Coaches and Scouts,3.6666666666666665,2.3366666666666664,4.1450000000000005,0.9166666666666666,0,1,-1,High (Insulated),1.0056471669781342,0.6854741300366426,2.2079570555772876,-1.0762831832118023,-3.28424023878909,Insulated: High-Social,27-2022.00,230930,31460.0
"Umpires, Referees, and Other Sports Officials",2.5016666666666665,1.8116666666666668,2.77,1.3733333333333333,2,1,0,Low,-0.6360114085697729,0.1578147264408503,-0.21025717014551526,-0.5757454147252228,-0.3654882445797075,Risk: Robotics (Medium-Term),27-2023.00,18660,25660.0
